;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVT952517OPTB;We don't want to get involved.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME81002214;Titanic Maiden Voyage a Success;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC81002214;The Titanic - the biggest ocean liner ever built - has successfully reached its destination, where a crowd gathers to watch the massive ship anchor. Thousands of happy passengers pour down from the ship and in a new land as tales of the ship luxury and quality spread throughout the world. Undoubtedly, $COUNTRY_ADJ$ name will be forever remembered in history for this feat.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT81002214OPTA;A glorious day to our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME81002213;Titanic Sinks!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC81002213;At 11:40 p.m. an iceberg was spotted immediately ahead of the Titanic and the bridge was alerted. The First Officer ordered the ship to be steered around the obstacle and the engines to be put in reverse, but it was too late: the starboard side struck the iceberg, creating a series of holes below the waterline. Five of the ship's watertight compartments were breached. It soon became clear that the ship was doomed, as it could not survive more than four compartments being flooded. It began sinking bow-first, with water spilling from compartment to compartment as its angle in the water became steeper. Ships in $YEAR$ were seen as largely unsinkable and lifeboats were intended to transfer passengers to nearby rescue vessels so Titanic only had enough lifeboats to carry about half of those on board. More than 1500 people died, the biggest toll in history. The disaster was greeted with worldwide shock and outrage at the huge loss of life and the regulatory and operational failures that had led to it.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT81002213OPTA;Our nation mourns those who died.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986507;Rebellion in Al Hudaydah;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986507;With our grip on the Arabian peninsula weakning, the nomadic tribes stormed Al Hudaydah and took it by surprise, declaring it independent from our government.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986507OPTA;We won't tolerate this.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986506;The Sovereignty Over Egypt;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986506;Ali Pasha was brought back to the fold during the Oriental Crisis and Egypt remained a part of the Empire. However, the latest Conference of the Great Powers has them set their eyes in Africa, and they already worked their way to undermine our authority in Egypt, which they undoubtedly seek to annex for themselves.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986506OPTA;Damn.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97118;The Chitrali Offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97118;The Prince of Chitral, worried about afghan raiding tribes and ambitions in his land, plagued by strife in the royal family, approached us and asked us for protection. We can make the prince merely a figure head, grant him our protection but let him some self rule or reject the offer altogether.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97118OPTA;He will be a figurehead.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97118OPTB;Let him keep some freedom.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97118OPTC;We have no interest in helping him.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME95661;The $COUNTRY_ADJ$ - Siamese Treaty of $YEAR$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC95661;With the end of the war, the Siamese agreed to cede Laos to $COUNTRY$, significantly expanding $COUNTRY_ADJ$ Indochina. In $YEAR$, France signed a treaty with the Siamese defining the border between Laos and their territory. The Kingdom of Laos became a protectorate, initially placed under the Governor General of Indochina.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT95661OPTA;Laos is ours.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME95660;The Paknam Incident;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC95660;Our relations with Bangkok soared over disputes of control over Laos. One of our diplomats was killed on his way from Luang Prabang to Bangkok and the central government sent ships to negotiate with the Rattanakosin king. Conflict arose when two $COUNTRY_ADJ$ ships, a sloop and a gunboat, were ordered to sail up the Chao Phraya towards Bangkok, without the permission of the Siamese: they came under fire from the fort at Paknam on $YEAR$. The $COUNTRY_ADJ$ returned fire and forced their way to Bangkok. With guns trained on the Grand Palace in Bangkok, the $COUNTRY_ADJ$ delivered an ultimatum to the Siamese to hand over the territory, to withdraw their garrisons there, to pay an indemnity of two million in reparation for the fighting at Paknam, and to punish those responsible for the killings in the disputed territory.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT95660OPTA;We will see this through.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT95660OPTB;Lift up the siege and let it go.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME95659;The Black Flag Army in Luang Prabang;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC95659;The Black Flag Army was a splinter remnant of a bandit group recruited largely from soldiers of ethnic Zhuang background, who crossed the border in 1865 from Guangxi, China into Upper Tonkin, then part of the Empire of Annam (Vietnam). In 1887, the Black Flag bandits crossed the border of Luang Prabang to ransack and pillage. The small Lao kingdom was unable to defend itself and since then, they petitioned us for protection.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT95659OPTA;We won't left them helpless.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT95659OPTB;We have no interest in helping them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC3697013;A war has broken out between the rulers of Bahrain and Qatar, in violation with several treaties we had with the house Al Khalifa from Bahrain. Qatar dignitaries came to our country to ask for help and governors of regions nearby are strongly in favor of a $COUNTRY_ADJ$ intervention.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697013OPTA;Intervention is necessary.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697013OPTB;Outfit an expedition right now.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697013OPTC;Don't intervene.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME3697012;The Bahrain-Qatar War;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC3697012;The traitorous house of bin Thani in Qatar, our vassals, are declaring independence over rebellions that broke out in their territory. Doha and the peninsula rightfully belong to us and the house of Al Khalifa won't stand for this.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697012OPTA;Unite the tribes and march for Doha!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME3697011;The $YEAR$ Sikkim Incident;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC3697011; In $YEAR$, two $COUNTRY_ADJ$ physicians, one being in charge of relations between the $COUNTRY_ADJ$ and Sikkimese governments, ventured into the mountains of Sikkim unannounced and unauthorized. The doctors were detained by the Sikkimese government, and now high ranking officials are demanding that we outfit a punitive expedition to punish the Sikkimese government.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697011OPTA;Outfit a punitive expedition.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT3697011OPTB;Bid our time.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC90959;We worked our gold mines in $PROVINCENAME$ to exhaustion and now the workers can't find any more veils. Luckily, an iron veil was struck in the province and the production is shifting.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA90959;At least our industry will flourish.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME90958;The Gold Mines in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC90958;We worked our gold mines in $PROVINCENAME$ to exhaustion and now the workers can't find any more veils. Slowly, the mines were abandoned and the workers settled as farmers. ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA90958;More food to the people.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97124;The Padri War;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97124;The Padri War (also called the Minangkabau War) was fought from 1803 until $YEAR$ in West Sumatra, Indonesia between the so-called Padris, Muslim clerics from Sumatra who, inspired by Wahabism and after returning from Hajj, wanted to impose sharia in Minangkabau country in West Sumatra, Indonesia, and the Minangkabau nobility and traditional chiefs. The latter asked for the help of the Dutch, who intervened from 1821 and helped the nobility defeat the Padri faction. The Masang Treaty is now being signed and with the victory, the Dutch government tightened their hold on West Sumatra.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97124OPTA;Glory to the Dutch.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986505;The Fall of Bedr Khan;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986505;Bedr Khan has been defeated and was deported to Crete, to live the rest of his life in exile. Kurdish autonomy has been revoked and the rebels have lost any hope of autonomy. The lands Bedr Khan took from the Persians were returned and the Assyrians breath with relief at the sight of the marching Ottoman troops.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986503OPTA;Order has been restored.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME90957;Bukharan Claims on Kandahar;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC90957;With the fall of the Bukharan Emirate, their old claims in Kandahar are slipping away and the province is firmly in our hands.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA90957;Good.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME700016;Paraguay Curbed;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC700016;With our outstanding claims resolved, it's time to reestablish diplomatic relations with our neighbors and let our conflicts behind.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPT700016A;Let there be peace in South America.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTOPT700016B;We will never give up our claims.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986504;The Unbelievers;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986504;The Muslim tribal leaders around Bedr Khan kept saying "the time of the Christians on earth is over and killing them is thawab, a pious act". Thus, the Christians were forced to convert to Islam or flee to other districts, as the zealot fury of the Kurds of Bohtan fell on the kafirs, the unbelievers, under their rule.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986504OPTA;The kafirs must pay.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986503;The Rise of Bedr Khan;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986503;"We had no sooner reached the house of Yakoub Rais, then a cry of "The bey has come" spread through the village. The village was in the greatest alarm at a threatened invasion from Bedr Khan. The district of Tkhoma, which had escaped the former massacre, was now the object of his fanatical vengeance." Bedr Khan is the young and ambitious ruler of the Emirate of Bohtan. During the war with Egypt, Turkish troops were preoccupied with invading Egyptian troops and were unable to suppress his revolt, a reaction to the modernizing and centralizing efforts of Sultan Mahmud II that were antagonized by the Kurdish feudal chiefs. As a result, he extended his authority up to Mahabad, with Kurkish tribes pledging fealty to him. He adopted the fanatical tenets of Darwishes and was encouraged to undertake mass slaughters against Assyrians and Yazidis in the territory he controlled. The Great Powers are outraged by his treatment of the christian populations and are demanding that we intervene immediately.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986503OPTA;Do something NOW.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986503OPTB;Bid our time.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986503OPTC;We will not be coarced into action.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97123;The $FROMCOUNTRY_ADJ$ - $COUNTRY_ADJ$ Treaty of $YEAR$;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97123;$FROMCOUNTRY$ are asking us to delineate our southern border with them, and demand that we cede them Kelantan and Kedah as a sign of friendship. In exchange, they will send us foreign advisors and will establish friendly relation with us, promising to protect from other foreign powers.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97123OPTA;We agree.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97123OPTB;No, both are an integral part of our country.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97122;The Thai Border;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97122;Kelantan and Kedah, Sultanates under the Rattanakosin Kingdom of Siam, are majority Muslim states that border our colonies but that don't have quite well defined frontiers with it. We should push for a treaty to include these sultanates, formerly part of Johore, in our colonies and to mark our border with Siam.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97122OPTA;Try to strike a deal.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97122OPTB;Don't bother.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME986502;The United Principalities;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC986502;With the unification of Wallachia and Moldavia, the status of the new country - calling itself Romania - changed, and they got more freedom to govern their territory as they please.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT986502OPTA;But they are still bound to us.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001001;Trans-Siberian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001001;The first stage of the railway linking Chelyabinsk and Novonikolayevsk has been completed with the construction of a bridge over the river Ob. Sadly the riverbanks near Tomsk were too swampy, so the bridge had to be constructed farther south, and a new settlement of "Novonikolayevsk" has been constructed at the river crossing. From now on this town will serve as the regional hub for transportation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001002;Trans-Siberian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001002;The second stage of the railway linking Novonikolayevsk-Kasnoyarsk-Irkutsk has been completed. The... creative surveys of the siberian wilderness have caused many delays, as engineers would rather submit plans without actually journeying through the untracked wilderness. This combined with severe labour shortages, forcing us to rely on convict labour, would have resulted in massive cost increases, if not for our dedication to building a railway as cheaply as possible. A bad railway is, after all, better than no railway!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001003;Trans-Siberian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001003;The Circum-Baikal Railway connectingIrkutsk and Chita has been completed, which allows us to stop relying so much on the expensive ice-breaking train ferries in Lake Baikal.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001004;Trans-Siberian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001004;After many arduous years the final, and most difficult, stretch of the Trans-Siberian Railway has been completed. This brings to completion the immense project linking $CAPITAL$ with Vladivostok, Europe with the Far East, a railway covering a third of the world through untracked wilderness. With future maintenance and expansion, it may be the key to Russian prosperity.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001005;The Manchurian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001005;The Chita-Vladivostok railway line through Manchuria has been completed. It will serve as a useful shortcut for the Trans-Siberian railway, and the South Manchuria railway line, running between Port Arthur and Harbin, will allow Port Arthur to be a well supplied naval base and a major trade port!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME5001006;The Manchurian Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC5001006;The Russians have completed the construction of the Manchurian railway, and, naturally, our administration has been able to pocket some of the money intended for construction. More importantly, however, the railway has caused an economic boom in Harbin, as it has become a major transportation hub between the Trans-Siberian railway and the Russian owned port at Lushun.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT5001006OPTA;Great!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME971710;The $FROMCOUNTRY_ADJ$ - $COUNTRY_ADJ$ Treaty of $YEAR$;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC971710;The $FROMCOUNTRY_ADJ$ agreed to the partition of Morocco, and we are now occupying the agreed land. $FROMCOUNTRY_ADJ$ soldiers are already on the move to occupy their part of Morocco. The last Sultan of independent Morocco, Moulay Hafid, was exiled to the Sultanate Palace in the Tangier Kasbah after his forced abdication in favour of his brother Moulay Yusef.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97171OPTA;As it should be.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME971700;The Moroccan Question;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC971700;"The two Governments, inspired by their feeling of sincere friendship for $FROMCOUNTRY$, take into special consideration the interests which that country derives from her geographical position and from her territorial possessions on the Moorish coast of the Mediterranean. In regard to these interests the $COUNTRY_ADJ$ Government will come to an understanding with the $FROMCOUNTRY_ADJ$ Government. The agreement which may be come to on the subject between $COUNTRY$ and $FROMCOUNTRY$ shall be communicated to another Great Power Government." \n The Spanish government approached us with a proposal for the partition of Morocco: They would control the northern provinces of Ajdir and Tetouan and the southern province of Cape Juby and Ifni. In exchange, they would relinquish their old claims of control over Morocco, allowing us to annex all of Morocco while exiling the Sultan to Tangiers.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT971700OPTA;We accept.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT971700OPTB;We must decline.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT98641OPTB;Seize the moment and declare war NOW!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME443038;The Slavery Decree of $YEAR$;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
